platform,milliseconds_played,latitude,longitude,city,timestamp,source,track_id,track_name,album_name,artist_id,artist_name,valence_score,danceability_score,familiarity_score,song_year,song_tempo,runnability,energy,popularity_normalized
OS X 10.10.3 [x86 8],18436,40.7,-74,New York,1435766694,album,0952c2681d4e493abe38f149a92e3e12,Mama Said,Load,53da207d180c47769ea5560b5ff66cc7,Metallica,0.375472,0.447689,0.888432,1996,135.254,0.5606149,0.4965343,0.5944794788
OS X 10.10.3 [x86 8],193097,40.7,-74,New York,1435776511,album,9eff223d71844c93a9af91a541daa9f5,Thorn Within,Load,53da207d180c47769ea5560b5ff66cc7,Metallica,0.641066,0.545431,0.888432,1996,117.655,0.7004607,0.8972558,0.5272719459
OS X 10.10.3 [x86 8],133241,40.7,-74,New York,1435776649,playlist-owned-by-other-non-collaborative,ae9a4ce604804bb381d22fd0c635fe70,Cool Kids/Riptide (Originally Performed by Echosmith and Vance Joy),Cool Kids/Riptide (Originally Performed by Echosmith and Vance Joy),50a900a433c04463a388a3dc83a15559,Less Is More,0.380081,0.628731,0.358563,2014,145.081,0.46924222,0.20951307,0.7501354234
OS X 10.10.3 [x86 8],211786,40.7,-74,New York,1435779896,playlist-owned-by-other-non-collaborative,33a52840b02b4a81a0f39ffe5877c2b6,Knots,Passenger,129dcc3be6b2492492a93b355b39bd73,Lisa Hannigan,0.196934,0.493465,0.602831,2011,108.446,0.8539125,0.80498284,0.5285377811
OS X 10.10.3 [x86 8],212300,40.7,-74,New York,1435780108,playlist-owned-by-other-non-collaborative,f978a7aa0978431d8ef597a3b48e6486,Chandelier,Chandelier,ef0b40ea5c6a4d6e8a88b13a3c416472,Kina Grannis,0.137541,0.514187,0.568603,2014,75.874,0.5442195,0.20639485,0.7289787788
OS X 10.10.3 [x86 8],197577,40.7,-74,New York,1435780306,playlist-owned-by-other-non-collaborative,17ab51578c1c48a3bc3ff7696908fbc8,Wherever You Will Go,Wherever You Will Go,0df36a7d263d4103b6a3a8cfa2090e3b,Charlene Soraia,null,null,null,null,null,0.24810565,0.114901245,0.7024615273
OS X 10.10.3 [x86 8],250906,40.7,-74,New York,1435780558,playlist-owned-by-other-non-collaborative,7e516674f9c54b6e811b3a5f58c088c1,Everlong - Acoustic Version,Greatest Hits,f05bada9fcb440148cce7623117ba8eb,Foo Fighters,0.538551,0.642924,0.856352,2009,144.171,0.18164012,0.3444199,0.7088427242
OS X 10.10.3 [x86 8],28885,40.7,-74,New York,1435780587,playlist-owned-by-other-non-collaborative,f604fe2e6c6f4c11ad8b474e2b86287e,Misery - Acoustic,Hands All Over,024310d47e044913916abed74f8c9a5d,Maroon 5,0.44777,0.723951,0.810119,2010,96.973,0.9698616,0.591859,0.6640996334
OS X 10.10.3 [x86 8],8916,40.7,-74,New York,1435780595,playlist-owned-by-other-non-collaborative,9f89053d249941b8bb45c087911e4ff9,Maps (Acoustic) [feat. Ali Brustofski],Maps (Acoustic) [feat. Ali Brustofski],e2b020f247724f3bb6800605003e6553,Corey Gray,null,null,null,null,null,0.8283519,0.46411124,0.6972874935
OS X 10.10.3 [x86 8],266078,40.7,-74,New York,1435780860,playlist-owned-by-other-non-collaborative,45930e2aaef04a57a31e69da2e4ceda0,More Than Gravity,More Than Gravity,618b853236294863a9307c57724be650,Colin & Caroline,0.204947,0.619949,0.419818,2014,110.969,0.4280753,0.46816206,0.673820912
OS X 10.10.3 [x86 8],22801,40.7,-74,New York,1435780883,playlist-owned-by-other-non-collaborative,733dc2d1445f48e9a39a77854c67df0b,Like I Can,Like I Can - Single,7a6fc36c6c824d339662ae94f354efda,Gardiner Sisters,0.557545,0.674286,0.419604,2015,99.914,0.5603693,0.40067607,0.6776872994
OS X 10.10.3 [x86 8],194114,40.7,-74,New York,1435781077,playlist-owned-by-other-non-collaborative,7710b194c40746cea4a99a162a16feaf,Misery Business - Acoustic Version,RIOT!,e8a0ba55743149d1961d089b13f93979,Paramore,0.922469,0.630308,0.79652,2007,168.833,0.7565274,0.5110321,0.6145191248
OS X 10.10.3 [x86 8],32461,40.7,-74,New York,1435781110,playlist-owned-by-other-non-collaborative,d691a7f92f2f4f39af48b365263735ec,All About That Bass,All About That Bass (Originally Performed By Trainor),bb2d0bf82af2428c8ad45aa98f8c4a0a,Tyler Ward,null,null,null,null,null,0.66706145,0.5102911,0.6372160426
OS X 10.10.3 [x86 8],341506,40.7,-74,New York,1435781451,playlist-owned-by-other-non-collaborative,34b98c8681254a979dc5036ffc1177fa,Bad Romance,Covered Up With Flowers,6cadf6787a3147408acf21b91249e975,Lissie,0.2711,0.394599,0.555938,2010,116.036,0.6207952,0.6392776,0.5844393712
OS X 10.10.3 [x86 8],225976,40.7,-74,New York,1435781677,playlist-owned-by-other-non-collaborative,8e6d330f8db54912bff6da2ecd968639,Thinking Out Loud,Thinking Out Loud,5f43884a68ce4f1fb1ebc8ed73d2d734,Jasmine Thompson,0.513482,0.755574,0.54759,2015,79.023,0.23062842,0.28494465,0.7019018316
OS X 10.10.3 [x86 8],226000,40.7,-74,New York,1435781904,playlist-owned-by-other-non-collaborative,571e26d9ac6c49a08ab6e16b9f3ff46b,Impossible (Acoustic),Unreleased (EP),d26558cfb37c4987b2d75e54b8d1e39c,Maddi Jane,0.344362,0.572971,0.450487,2011,81.805,0.33410794,0.27801502,0.6795814184
OS X 10.10.3 [x86 8],253200,40.7,-74,New York,1435782157,playlist-owned-by-other-non-collaborative,3fb240dcc13b49d7a3af1531aecb320b,Riptide,Spotify Sessions,ae17f674ad7f468ab0b558c1106595db,MisterWives,0.364476,0.501296,0.513145,2014,91.698,0.54106957,0.6797601,0.6698842698
OS X 10.10.3 [x86 8],207253,40.7,-74,New York,1435782427,playlist-owned-by-other-non-collaborative,3c63aa95b8cc4f449a87f8c99f67db27,No Ordinary Love - Live at Eddie's Attic,Live At Eddie's Attic,dd0d6f3a779749cdaaeb0e547b5f1a2c,The Civil Wars,0.351195,0.238856,0.624521,2009,165.023,0.35381994,0.5349403,0.6897078664
OS X 10.10.3 [x86 8],188778,40.7,-74,New York,1435787145,playlist-owned-by-other-non-collaborative,a07ebd9a6c2e4308bf03494003141a9e,Cactus In the Valley (feat Owl City) [Acoustic] - JOHNNYSWIM,Cactus In the Valley (feat Owl City) [Acoustic],0f241c1b2ad644a2aa50cff013990c50,Lights,null,null,null,null,null,0.52638173,0.20327362,0.4466497561
OS X 10.10.3 [x86 8],232106,40.7,-74,New York,1435856172,playlist-owned-by-other-non-collaborative,a2a878422ed1486d866e25033f503a43,No Need For Sanity - Miwon Version,Pale Glitter,b100f2124c264da484dfddd70e4cfd42,Miwon,0.323807,0.540555,0.32094,2005,173.242,0.38178563,0.6455017,0.300864711
OS X 10.10.3 [x86 8],295280,40.7,-74,New York,1435856468,playlist-owned-by-other-non-collaborative,5d4aafa3bace4be3a22005d22f67c25c,Dammerung,Draft Battle,ae7c352561c448768652b1d86c79566a,Depth Affect,0.438385,0.58792,0.346502,2006,150.035,0.6698158,0.5553432,0.3393515757
OS X 10.10.3 [x86 8],246000,40.7,-74,New York,1435856715,playlist-owned-by-other-non-collaborative,d22b3aaac60941b9b525f1ca0c1be862,La Dilettante,Room to Expand,cd909118db534faa8ed8f2590e85ff4b,Hauschka,null,null,null,null,null,0.118041515,0.2624532,0.2831553905
OS X 10.10.3 [x86 8],121482,40.7,-74,New York,1435856837,playlist-owned-by-other-non-collaborative,dbfc0b3126a94b0d834509bdbbc4ddea,Curious Process,Reflective,1b68ec207bc7405a865489b956a09183,Podington Bear,0.254363,0.772307,0.33687,2014,86.014,0.041637108,0.03230793,0.2760789085
OS X 10.10.3 [x86 8],134613,40.7,-74,New York,1435856972,playlist-owned-by-other-non-collaborative,a44ce4faeca24da69fba375fe8177123,Snow Tip Cap Mountain,"Hello, Avalanche",fb8dc50a79df428fba6a84675e6fb44a,The Octopus Project,0.274694,0.466409,0.521031,2007,169.686,0.16775613,0.15860684,0.3891232072
OS X 10.10.3 [x86 8],208608,40.7,-74,New York,1435857180,playlist-owned-by-other-non-collaborative,c37a6c027311454989b5b69e689ef45f,"IO, Apollo, and the Veil",Be One of Us and Hear No Noise,a043768872534143a8af4f4b9b10b2cc,Metavari,null,null,null,null,null,0.07143651,0.48062152,0.3187004549
OS X 10.10.3 [x86 8],6977,40.7,-74,New York,1435857543,playlist-owned-by-other-non-collaborative,c37a6c027311454989b5b69e689ef45f,"IO, Apollo, and the Veil",Be One of Us and Hear No Noise,a043768872534143a8af4f4b9b10b2cc,Metavari,null,null,null,null,null,0.07143651,0.48062152,0.3187004549
OS X 10.10.3 [x86 8],321226,40.7,-74,New York,1435857865,playlist-owned-by-other-non-collaborative,852e78f72d96472fb1e4b0589d0ce34c,Standard Error,Orcas,de002c108f1a4cf29f7dacd6a3e78bc3,Orcas,null,null,null,null,null,0.13610227,0.45399454,0.3173500584
OS X 10.10.3 [x86 8],361560,40.7,-74,New York,1435858480,playlist-owned-by-other-non-collaborative,21742cc87a4d4f46a84507f90603e753,Christiane,My Mind Is Falling To Pieces,ab46d7132d6142839e08c170b7d3cf98,Melodium,0.424485,0.543903,0.398069,2008,93.916,0.284013,0.29531902,0.3282526366
OS X 10.10.3 [x86 8],323906,40.7,-74,New York,1435858805,playlist-owned-by-other-non-collaborative,de3f0db0ba0d487384b8e6c3469d4e45,Brandon,Start Breaking My Heart (Special Edition),8912751e649c4dd3b5dcfad2a6cbcc2a,Caribou,null,null,null,null,null,0.37584034,0.51059663,0.381788491
OS X 10.10.3 [x86 8],417653,40.7,-74,New York,1435859223,playlist-owned-by-other-non-collaborative,e8e4baa16baa4477b3f815c0be94c351,A Phantasy,Hexadecagon,fb8dc50a79df428fba6a84675e6fb44a,The Octopus Project,null,null,null,null,null,0.33724186,0.691034,0.3585905212
OS X 10.10.3 [x86 8],160146,40.7,-74,New York,1435859384,playlist-owned-by-other-non-collaborative,67797d16f43340fa85e3173f6bd95794,Come Back,Boamaster,e8ed00f51ab7412b85ccdb58bb39eb16,Èglantine Gouzy,0.081423,0.363369,0.239419,2006,140.065,0.11403649,0.13526702,0.2572696541
OS X 10.10.3 [x86 8],247627,40.7,-74,New York,1435859632,playlist-owned-by-other-non-collaborative,c09829bcd97f4873b3f637cc079a5e26,Come To Dust,Tomorrow's Harvest,603b9bbd420d40baab3fabd3b624793b,Boards of Canada,0.219391,0.291956,0.737186,2013,121.668,0.06874565,0.8319322,0.4854431335
OS X 10.10.3 [x86 8],219933,40.7,-74,New York,1435859852,playlist-owned-by-other-non-collaborative,dfe03696a3b24e0f993bcb7a3ce65758,Orem Owls,Alpine Sequences,3b73ebdda5e444e1a41d6f57b09bdddd,OK Ikumi,null,null,null,null,null,0.10331782,0.18751435,0.2873276085
OS X 10.10.3 [x86 8],77926,40.7,-74,New York,1435865197,playlist-owned-by-other-non-collaborative,6ed0c0cdc46f4ff3a504e417f856b32d,Utopia,Utopia (Original Television Soundtrack) - Single,72f30b75c4264f57aedfa7af31cef237,Cristobal Tapia De Veer,null,null,null,null,null,0.30676806,0.6125735,0.4408420354
OS X 10.10.3 [x86 8],224106,40.7,-74,New York,1435865421,album,bacc68a162734d308696647aa87974f0,Window,In a Safe Place,0152c98c47cd4ac78c46dcb586ee7d0c,The Album Leaf,0.03468,0.247081,0.63461,2004,67.193,0.04840421,0.075990975,0.5402280608
OS X 10.10.3 [x86 8],263226,40.7,-74,New York,1435865684,album,69fbfa4780af4a1dab07da62ef42f928,Thule,In a Safe Place,0152c98c47cd4ac78c46dcb586ee7d0c,The Album Leaf,null,null,null,null,null,0.55965644,0.69265515,0.4536936348
OS X 10.10.3 [x86 8],271813,40.7,-74,New York,1435865956,album,4b9152cd938e4b978765051d85dfa5c2,On Your Way,In a Safe Place,0152c98c47cd4ac78c46dcb586ee7d0c,The Album Leaf,0.039317,0.507306,0.63461,2004,86.997,0.42851886,0.57004327,0.4477736833
OS X 10.10.3 [x86 8],340840,40.7,-74,New York,1435866297,album,3450b57bb5974c2d9c9be505ec2b96f8,Twentytwofourteen,In a Safe Place,0152c98c47cd4ac78c46dcb586ee7d0c,The Album Leaf,0.03617,0.306109,0.63461,2004,126.815,0.4252569,0.5927057,0.6487630406
OS X 10.10.3 [x86 8],101796,40.7,-74,New York,1435870294,album,b851a6b4bf27477497823a7d07d4a337,The Outer Banks,In a Safe Place,0152c98c47cd4ac78c46dcb586ee7d0c,The Album Leaf,0.048771,0.550415,0.63461,2004,125.021,0.43552676,0.5066587,0.4528932666
"iOS 8.4 (iPhone7,2)",223654,40.6,-74,Brooklyn,1435936755,playlist,cf0126f51d0e47d6aeabfb5064f74c7a,The Sound Of Sunshine,The Sound Of Sunshine,2ce3370bf851438db162bee112bc5ed3,Michael Franti & Spearhead,null,null,null,null,null,0.83761436,0.9021762,0.6209490409
"iOS 8.4 (iPhone7,2)",198373,40.6,-74,Brooklyn,1435936954,playlist,46699dc7b5d949bca7227e144910b230,Strangers,"Lola Versus Powerman and the Money-Go-Round, Pt. 1",3ded0c23c0ed4e779164735febab3cee,The Kinks,0.519192,0.468907,0.80459,1970,128.621,0.6661333,0.3973618,0.6065882828
"iOS 8.4 (iPhone7,2)",255066,40.6,-74,Brooklyn,1435937209,playlist,136874aaf0164152a9925daf35a5bff5,Lovely Day,Greatest Hits: Lean On Me,3e271a2e1884464b8cbd351064b71e27,Bill Withers,0.67983,0.68372,0.71446,1994,97.916,0.8992376,0.5650874,0.7138001925
"iOS 8.4 (iPhone7,2)",142226,40.6,-74,Brooklyn,1435937352,playlist,d50c73a320dd4103abb6b7b4620e52d3,We're Going To Be Friends,White Blood Cells,9939709b22ef48c0b7e43ccf03849af6,The White Stripes,null,null,null,null,null,0.18248758,0.4733061,0.6543976247
"iOS 8.4 (iPhone7,2)",222600,40.6,-74,Brooklyn,1435937575,playlist,87272cf5d0b14001ac11b35d31d9fc59,Great Summer,Great Summer,20fb2fd43da34c118f3ddb0e77915129,Vance Joy,0.193277,0.644074,0.577308,2015,124.015,0.92421854,0.71098214,0.6674018535
"iOS 8.4 (iPhone7,2)",153240,40.6,-74,Brooklyn,1435937729,playlist,58436289aa974ac4a7197899be4d08fe,Wouldn't It Be Nice - 2000 - Remaster,Pet Sounds,6f9fd18a2532476a878eaacd8b29565f,The Beach Boys,0.688265,0.38054,0.820609,1966,125.526,0.5377833,0.6288978,0.6672905057
"iOS 8.4 (iPhone7,2)",1021,40.6,-74,Brooklyn,1435969976,playlist,72e83c2f47844e60bd0131aef663d510,Fly,Floored,93bec79cf5284c1b81e9656765e28b8b,Sugar Ray,0.668738,0.835365,0.613211,1997,99.701,0.7969531,0.6478322,0.644629397
"iOS 8.4 (iPhone7,2)",179346,40.6,-74,Brooklyn,1435970155,playlist,57a07f0e29564f149522092e957c469e,Pictures,Pictures EP,fab651924a6b47f787a740250b1bab10,Benjamin Francis Leftwich,0.291262,0.551492,0.527278,2011,141.158,0.45242706,0.31810167,0.6521712669
"iOS 8.4 (iPhone7,2)",219466,40.6,-74,Brooklyn,1435970375,playlist,73c6ddb09bbc431dac15c91c0455743e,Poison & Wine,Barton Hollow,dd0d6f3a779749cdaaeb0e547b5f1a2c,The Civil Wars,0.213046,0.278896,0.624521,2009,154.125,0.6102829,0.18582477,0.6904368808
"iOS 8.4 (iPhone7,2)",214786,40.6,-74,Brooklyn,1435970590,playlist,ae12983e24db4edfba04a55f3d2e0528,Higher Love,We Don't Eat EP,fc0fee4f71dd45c38ff93ed2ad4e76d2,James Vincent McMorrow,0.170393,0.30002,0.582649,2010,173.77,0.53049326,0.11411858,0.652385175
"iOS 8.4 (iPhone7,2)",215346,40.6,-74,Brooklyn,1435970806,playlist,868afd50256d4338addb2d601a3ee95f,Things That Stop You Dreaming,All the Little Lights,089109dac6014514814c54701d8bc65e,Passenger,0.199085,0.451754,0.590902,2012,89.189,0.61527354,0.5167313,0.5854144049
"iOS 8.4 (iPhone7,2)",241106,40.6,-74,Brooklyn,1435971047,playlist,adbf613be4334c98a39dea85c7479603,In The Morning,Birthdays,dbc068215d5942efa81cc5b95fd220e8,Keaton Henson,0.226097,0.455292,0.510213,2013,73.014,0.27677965,0.16993605,0.575526478
"iOS 8.4 (iPhone7,2)",401413,40.6,-74,Brooklyn,1435971449,playlist,5adf21d42a6746049a7785be12d99e9b,Re: Stacks,"For Emma, Forever Ago",9cadf6e5d29a46e99fe22e469cccff6e,Bon Iver,0.296062,0.681828,0.755092,2004,125.09,0.23680049,0.08116129,0.7206718385
"iOS 8.4 (iPhone7,2)",393493,40.6,-74,Brooklyn,1435971843,playlist,b760094de3694cfcb10ef98ddb8164d5,Be the Song,Melrose EP,89bd39e9ec08481fa9336cd0f71f56c0,Foy Vance,0.119482,0.498027,0.537741,2012,106.155,0.45060545,0.30780116,0.6591646489
"iOS 8.4 (iPhone7,2)",222946,40.6,-74,Brooklyn,1435972067,playlist,f3572a773fa14eedbede925424f75c3b,Cherry Blossoms,Country Sleep,a5e77f3138a442febfe18594f770da0f,Night Beds,null,null,null,null,null,0.6279973,0.18763418,0.5998576379
"iOS 8.4 (iPhone7,2)",196453,40.6,-74,Brooklyn,1435972264,playlist,6107ea0360db4b11b3a87d3c4c9d89a3,All the Wild Horses,Trouble,da052e9ecd8b4f6a8823f403eb2402ab,Ray LaMontagne,0.104204,0.369648,0.679595,2004,97.223,0.32555366,0.069053076,0.5594368077
OS X 10.10.3 [x86 8],346,40.6,-74,Brooklyn,1436038368,com.spotify.gaia,57a07f0e29564f149522092e957c469e,Pictures,Pictures EP,fab651924a6b47f787a740250b1bab10,Benjamin Francis Leftwich,0.291262,0.551492,0.527278,2011,141.158,0.45242706,0.31810167,0.6521712669
OS X 10.10.3 [x86 8],346,40.6,-74,Brooklyn,1436038474,com.spotify.gaia,57a07f0e29564f149522092e957c469e,Pictures,Pictures EP,fab651924a6b47f787a740250b1bab10,Benjamin Francis Leftwich,0.291262,0.551492,0.527278,2011,141.158,0.45242706,0.31810167,0.6521712669
"iOS 8.4 (iPhone7,2)",1021,40.6,-74,Brooklyn,1436106550,playlist,20424fc20589436998c1b3fdec78c8d7,Twilight,From A Basement On The Hill,5501cdd574284b5eae32ab7c728ce93a,Elliott Smith,0.492543,0.418562,0.767244,2004,141.151,0.56310195,0.37690547,0.5873717298
"iOS 8.4 (iPhone7,2)",248463,40.6,-74,Brooklyn,1436106798,playlist,09efac1085cd409fa27216ee7ea8d659,Teenage Talk,Teenage Talk,ebee7ff09eeb423386f1a90c7cf9a6b8,St. Vincent,0.300834,0.475209,0.70074,2015,62.44,0.828926,0.6382828,0.5881582076
"iOS 8.4 (iPhone7,2)",179960,40.6,-74,Brooklyn,1436106978,playlist,101cdc7168cc4482bfef1bb2dafd0eca,Ghosts,Alas I Cannot Swim,f9a00b1756f74001aff369005a079c26,Laura Marling,0.746285,0.463362,0.675086,2007,141.974,0.5231403,0.36816433,0.6573948268
"iOS 8.4 (iPhone7,2)",226000,40.6,-74,Brooklyn,1436107205,playlist,6a8fd6b443e846429298742806970744,Black Metal,All I Want: The Sonic Factory Sessions (EP),7c458f4e35e449ba86b1d5118c50ddac,Max Jury,0.384342,0.597564,0.409107,2014,116.883,0.74438876,0.6674522,0.6339483457
"iOS 8.4 (iPhone7,2)",243320,40.6,-74,Brooklyn,1436107449,playlist,9750a4dde06c4bf4b981a8fa37ae76b2,Things Happen,All Your Favorite Bands,147ab1be420340ccb8512a560e2fbfe5,Dawes,0.729002,0.521825,0.590899,2015,79.252,0.7013692,0.5346854,0.6420253487
OS X 10.10.3 [x86 8],346,40.6,-74,Brooklyn,1436107485,com.spotify.gaia,57a07f0e29564f149522092e957c469e,Pictures,Pictures EP,fab651924a6b47f787a740250b1bab10,Benjamin Francis Leftwich,0.291262,0.551492,0.527278,2011,141.158,0.45242706,0.31810167,0.6521712669
"iOS 8.4 (iPhone7,2)",193240,40.6,-74,Brooklyn,1436107643,playlist,55a3be249ea24501a9d9b9961d049f02,Call Me In The Afternoon,Spotify Sessions,690e9126894648c3aa651b99a13fe747,Half Moon Run,0.630783,0.53586,0.540594,2013,88.554,0.86867714,0.9461494,0.6250918989
"iOS 8.4 (iPhone7,2)",251014,40.6,-74,Brooklyn,1436107894,playlist,f35e33cdfbee4cdc9edfaec3074394d9,Fall,7 Layers,277f298a00484230a8964977778345dd,Dotan,null,null,null,null,null,0.23154868,0.44045728,0.5274847355
"iOS 8.4 (iPhone7,2)",218120,40.6,-74,Brooklyn,1436108113,playlist,67824a8a69a64dc6ae7a03f02fb8c8c0,Trying to Be Cool - Stripped Down Version,Spotify Sessions,32d330e3358449cf99e5d1de64f4522e,Phoenix,0.692471,0.645784,0.763723,2013,110.556,0.91514945,0.57485664,0.5138994798
"iOS 8.4 (iPhone7,2)",231826,40.6,-74,Brooklyn,1436108345,playlist,5146db24f31c4df8aa64b19d67d87772,Just One Of The Guys,Just One Of The Guys,ab0fdaa6127548f0b9a004cf815bf0cb,Jenny Lewis,null,null,null,null,null,0.32256436,0.66366935,0.5899476165
"iOS 8.4 (iPhone7,2)",275306,40.6,-74,Brooklyn,1436108621,playlist,25638a225189458c950b481d10c9199a,Mykonos,Sun Giant,991db8d71b5c45f3aecc7c42fad737fb,Fleet Foxes,0.335885,0.295982,0.711133,2008,82.998,0.70147705,0.4520831,0.7097057927
"iOS 8.4 (iPhone7,2)",237160,40.6,-74,Brooklyn,1436108858,playlist,5e88453463c140768658333989fa6483,Old Friend,Old World Romance,8314785b97b04796833440b6d58cda31,Sea Wolf,0.819718,0.658455,0.547703,2012,147.419,0.9247838,0.6467931,0.4610990244
"iOS 8.4 (iPhone7,2)",288140,40.6,-74,Brooklyn,1436109147,playlist,676eaf1898464555a8c6033d400d9783,B a noBody,Before We Forgot How To Dream,9edc4c5d7d9149be8a214930b7df9dcb,SOAK,0.185595,0.437472,0.447469,2014,124.711,0.60203826,0.26831365,0.6905554947
"iOS 8.4 (iPhone7,2)",156866,40.6,-74,Brooklyn,1436109304,playlist,2d852a8323d141738bea5582363f8fd9,Put Me To Work,Tender Madness,60e5be6befae40478744e31e22aa785f,PAPA,0.588826,0.390536,0.379097,2012,143.993,0.71625906,0.8758367,0.5268594904
"iOS 8.4 (iPhone7,2)",212800,40.6,-74,Brooklyn,1436109518,playlist,07b2567fb74c4385bd2a46071a3bc386,Dearly Departed (feat. Esmé Patterson),And The War Came,2954c193e92649fda0f7f0fba5c72b0f,Shakey Graves,0.739761,0.576458,0.525539,2014,86.703,0.7814939,0.6091527,0.6882664849
"iOS 8.4 (iPhone7,2)",215520,40.6,-74,Brooklyn,1436109734,playlist,a83287a666324524b1f7089d71e92164,Ways To Go,Spreading Rumours,6daa2032b68b4ab49a1515e97b43b31b,Grouplove,0.169416,0.57664,0.573559,2013,101.031,0.94940543,0.82748795,0.7107352464
"iOS 8.4 (iPhone7,2)",174533,40.6,-74,Brooklyn,1436109909,playlist,54c8d4df7c2a43c595e70cf088b39d06,You're the Best,Wet,4b5579959e394ca391807d11cc16f41e,Wet,null,null,null,null,null,0.42961177,0.39229345,0.6595422031
"iOS 8.4 (iPhone7,2)",307697,40.6,-74,Brooklyn,1436110217,playlist,bba87439fe6e4d7689113780464ec44c,Should Have Known Better,Carrie & Lowell,9d608b5fb8374f8397e47f4ce4fb4596,Sufjan Stevens,0.284914,0.570208,0.763022,2015,90.989,0.27599677,0.17155233,0.7210001243
"iOS 8.4 (iPhone7,2)",261629,40.6,-74,Brooklyn,1436110479,playlist,f8bd3bcdfc3b4460bc980151a8d287ab,Bushwick Blues,Spotify Sessions,32d72bc32ff64cddabab475ea7973dab,Delta Spirit,0.790485,0.550815,0.589238,2015,126.873,0.90188384,0.8216801,0.547472563
"iOS 8.4 (iPhone7,2)",286733,40.6,-74,Brooklyn,1436110766,playlist,c12c3093525e4c3eb09e708b3505f9e1,Drive (Live),"Ricochets: The Echoes Living Room Concerts, Vol. 20",b6ff1292abf546cca2a3b4dd21299e67,Marissa Nadler,0.176359,0.283178,0.559117,2014,146.617,0.4026318,0.105990425,0.5457220872
"iOS 8.4 (iPhone7,2)",271441,40.6,-74,Brooklyn,1436111038,playlist,dd3f61f4170b452ca5f0db21372864c3,Thunder Clatter,Youth,ab1df1f34994466c9386712df809aad9,Wild Cub,0.617582,0.600477,0.420822,2012,123.019,0.78984016,0.9683544,0.6785498767
"iOS 8.4 (iPhone7,2)",174000,40.6,-74,Brooklyn,1436111213,playlist,6f4f7ddfa5a6429694386d60a2f68475,Northern Lights,Upper Air,9d13728a3e5e498caa0c4969a3832b60,Bowerbirds,0.280329,0.672698,0.486855,2009,114.038,0.6259701,0.43879387,0.6186067687
"iOS 8.4 (iPhone7,2)",226519,40.6,-74,Brooklyn,1436111440,playlist,7e37adc3707745208befbd9d1d593566,101 Vultures,101 Vultures,7f0114caf55149f0adbc730421006f65,Alex Winston,0.27839,0.568852,0.502265,2013,110.032,0.859521,0.5446419,0.6158740805
