platform,milliseconds_played,latitude,longitude,city,timestamp,source,track_id,track_name,album_name,artist_id,artist_name,valence_score,danceability_score,familiarity_score,song_year,song_tempo,runnability,energy,popularity_normalized
"iOS 8.4 (iPhone7,2)",16029,40.7,-74,New York,1435855752,album,4f471f1991094bb89f383ff7d6165dfc,For You,For You,32855166ab994eb6bbe29c3a05a942a3,Fyfe,null,null,null,null,null,0.91477096,0.64430267,0.5776397195
"iOS 8.4 (iPhone7,2)",117440,40.7,-74,New York,1435855869,album,18c269f2b9be475fa209af84eb2456d0,The Beginning,Histrionic,555e553411ef44bd8a291ab474629b2c,Maria Minerva,null,null,null,null,null,0.89759773,0.821253,0.2944187602
"iOS 8.4 (iPhone7,2)",295882,40.7,-74,New York,1435856164,album,499f711419954ba886da4f76ba4f1f01,Flickers,We Are Rising,6db15bf258764d1a86086089a50bb458,Son Lux,0.069302,0.324256,0.554196,2011,104.332,0.5970615,0.34012377,0.3281731045
"iOS 8.4 (iPhone7,2)",231999,40.7,-74,New York,1435856396,album,93a43c6e2e16464a942da1e4a163a16b,All The Right Things,We Are Rising,6db15bf258764d1a86086089a50bb458,Son Lux,0.413946,0.608118,0.554196,2011,139.783,0.6050367,0.35190764,0.2495441906
"iOS 8.4 (iPhone7,2)",243809,40.7,-74,New York,1435856640,album,89c78a07571f40928a5b1d4e7d3882ab,Rising,We Are Rising,6db15bf258764d1a86086089a50bb458,Son Lux,null,null,null,null,null,0.67982584,0.47833994,0.2052215296
"iOS 8.4 (iPhone7,2)",118653,40.7,-74,New York,1435856757,playlist,74b84cc1613f4d229abc7d975d71a6a9,Lay Your Love Down - Single Version,Lay Your Love Down,da83b0e83b4243398062620c50442877,Wolf Gang,0.412645,0.5836,0.531302,2014,119.161,0.95871323,0.7882352,0.5694415505
"iOS 8.4 (iPhone7,2)",182518,40.7,-74,New York,1435856940,playlist,a6508c1648ce44ac96ff056d1f72bccb,Cardiac Arrest,Transpose EP,1ff33a36861f4414b1a810f7a1dd7075,Bad Suns,null,null,null,null,null,0.98827946,0.8803071,0.5692933175
"iOS 8.4 (iPhone7,2)",19094,40.7,-74,New York,1435856959,playlist,85f39d88839846de9cef1becbba2a288,Chocolate,The 1975,6e9bb1fa3ce741a8b3fb78d3936835be,The 1975,0.720701,0.591384,0.625305,2013,100.124,0.9671113,0.94395477,0.7137215549
"iOS 8.4 (iPhone7,2)",23920,40.7,-74,New York,1435856982,playlist,11aaac4e4b194103993a9dac1f20b48a,Hold Me Down,Hold Me Down,4562eab3599441969b4ed10dea4eb546,Halsey,0.537898,0.672955,0.52165,2015,145.901,0.978473,0.728766,0.6125050652
"iOS 8.4 (iPhone7,2)",212324,40.7,-74,New York,1435857194,playlist,2af4ad4fb8a54d5eb8250563e701b675,Go Slow,Verde,327458f0cae24446b73fc6de22ab2873,Tei Shi,0.615981,0.717875,0.524458,2015,150,0.5038459,0.44863835,0.6078420711
"iOS 8.4 (iPhone7,2)",190171,40.7,-74,New York,1435857387,playlist,2fcb6172e4014769aa333ba3127f4c72,Cadillac Girl,Cadillac Girl,aaf0b654ad7d4fdbb06bc44ce925e839,Only Real,null,null,null,null,null,0.93471634,0.8713804,0.561563799
"iOS 8.3 (iPad3,1)",1020,40.8,-74,New York,1435878151,playlist,af84fa430a4a4116884205f62cd89b8f,Fuck Love,The New Classic,b6a9a3aec0264e938616f3be5a611bc7,Iggy Azalea,null,null,null,null,null,0.5991186,0.94909936,0.5490388552
"iOS 8.3 (iPad3,1)",152053,40.8,-74,New York,1435878427,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.3 (iPad3,1)",291466,40.8,-74,New York,1435878719,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,null,null,null,null,null,0.24872555,0.24170242,0.5291805626
"iOS 8.3 (iPad3,1)",279453,40.8,-74,New York,1435878999,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997,96.83,0.30570337,0.4101182,0.5373930979
"iOS 8.3 (iPad3,1)",170480,40.8,-74,New York,1435879170,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965,101.747,0.24826142,0.06571679,0.4366951512
"iOS 8.3 (iPad3,1)",3111,40.8,-74,New York,1435879657,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.3 (iPad3,1)",291466,40.8,-74,New York,1435879948,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,null,null,null,null,null,0.24872555,0.24170242,0.5291805626
"iOS 8.3 (iPad3,1)",279453,40.8,-74,New York,1435880227,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997,96.83,0.30570337,0.4101182,0.5373930979
"iOS 8.3 (iPad3,1)",170480,40.8,-74,New York,1435880398,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965,101.747,0.24826142,0.06571679,0.4366951512
"iOS 8.4 (iPhone7,2)",88514,40.8,-74,New York,1435938445,playlist,64befec9881b46e1886dedf770a62173,Skeleton Key,Skeleton Key,ab4bb37cc12349febc3db7d43fb18522,Kenzie May,null,null,null,null,null,0.98288155,0.70709693,0.5893956036
"iOS 8.4 (iPhone7,2)",150560,40.8,-73.9,Bronx,1435938596,playlist,035e4e83b7a64f33b5ad3721d58bd6ac,Bridge,"A Music Compilation by Connor Franta, Vol. I",27ba814924fb46768d636dd7f925e280,High Highs,null,null,null,null,null,0.39509878,0.354321,0.6228396141
"iOS 8.4 (iPhone7,2)",111125,40.8,-73.9,Bronx,1435938711,playlist,b90c35971c0447d8b445146b86a9afa8,Stay With Me,In The Lonely Hour,532f9904f40742568d782800e6db4e20,Sam Smith,null,null,null,null,null,0.51597214,0.41945687,0.7812116158
"iOS 8.4 (iPhone7,2)",0,40.8,-73.9,Bronx,1435938711,playlist,cca525082272485da683f73990037be8,Steady,If I Was,ba93e42a3e10411fbf35e3bbb8652c4a,The Staves,0.211586,0.432681,0.526084,2014,138.857,0.77250886,0.62860006,0.5950300309
"iOS 8.4 (iPhone7,2)",88467,40.8,-74,New York,1435938888,playlist,b90c35971c0447d8b445146b86a9afa8,Stay With Me,In The Lonely Hour,532f9904f40742568d782800e6db4e20,Sam Smith,null,null,null,null,null,0.51597214,0.41945687,0.7812116158
"iOS 8.4 (iPhone7,2)",208893,40.8,-74,New York,1435939096,playlist,cca525082272485da683f73990037be8,Steady,If I Was,ba93e42a3e10411fbf35e3bbb8652c4a,The Staves,0.211586,0.432681,0.526084,2014,138.857,0.77250886,0.62860006,0.5950300309
"iOS 8.4 (iPhone7,2)",241320,40.8,-74,New York,1435939338,playlist,8342a44355094628b42f3e30354e6481,Worry,Remnants,4165c01abdb2478c853da751752eada0,Jack Garratt,0.315288,0.583468,0.481741,2014,90.35,0.59314173,0.524576,0.6593263008
"iOS 8.4 (iPhone7,2)",49251,40.8,-74,New York,1435944687,playlist,5fe7686ab0d2491f91e77418924821a1,Tide Teeth,Tide Teeth,a5e77f3138a442febfe18594f770da0f,Night Beds,0.28189,0.206938,0.495743,2015,83.131,0.40889424,0.35518953,0.6104826551
"iOS 8.4 (iPhone7,2)",256483,40.8,-74,New York,1435944953,album,976ff387bda74573b7a0ab1e20124b1b,Vegas,Ratchet,fdfd9e0dbfb94b60a320e347c3fa03dd,Shamir,0.683292,0.706176,0.532239,2015,167.967,0.59329766,0.45062464,0.5107281857
"iOS 8.4 (iPhone7,2)",71403,40.8,-74,New York,1435964393,album,f8c32f02c86c4cd6ae2e40f2be5fce01,Make A Scene,Ratchet,fdfd9e0dbfb94b60a320e347c3fa03dd,Shamir,0.785475,0.768242,0.532239,2015,121.969,0.6587948,0.7908664,0.4744518985
"iOS 8.4 (iPhone7,2)",152053,40.8,-74,New York,1435964544,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.4 (iPhone7,2)",291466,40.8,-74,New York,1435964835,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,null,null,null,null,null,0.24872555,0.24170242,0.5291805626
"iOS 8.4 (iPhone7,2)",279453,40.8,-74,New York,1435965115,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997,96.83,0.30570337,0.4101182,0.5373930979
"iOS 8.4 (iPhone7,2)",170480,40.8,-74,New York,1435965287,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965,101.747,0.24826142,0.06571679,0.4366951512
"iOS 8.4 (iPhone7,2)",1021,41.7,-72.8,New Britain,1436042344,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.4 (iPhone7,2)",152053,41.7,-72.8,New Britain,1436042489,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.4 (iPhone7,2)",291466,41.7,-72.8,New Britain,1436042780,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,null,null,null,null,null,0.24872555,0.24170242,0.5291805626
"iOS 8.4 (iPhone7,2)",41795,41.7,-72.8,New Britain,1436055721,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997,96.83,0.30570337,0.4101182,0.5373930979
"iOS 8.4 (iPhone7,2)",152053,41.7,-72.8,New Britain,1436055876,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.4 (iPhone7,2)",291466,41.7,-72.8,New Britain,1436056875,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,null,null,null,null,null,0.24872555,0.24170242,0.5291805626
"iOS 8.4 (iPhone7,2)",279453,41.7,-72.8,New Britain,1436057153,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997,96.83,0.30570337,0.4101182,0.5373930979
"iOS 8.4 (iPhone7,2)",170480,41.7,-72.8,New Britain,1436057325,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965,101.747,0.24826142,0.06571679,0.4366951512
"iOS 8.4 (iPhone7,2)",1021,40.7,-74,New York,1436137960,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.4 (iPhone7,2)",152053,40.7,-74,New York,1436137960,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.4 (iPhone7,2)",291466,40.7,-74,New York,1436137960,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,null,null,null,null,null,0.24872555,0.24170242,0.5291805626
"iOS 8.4 (iPhone7,2)",279453,40.7,-74,New York,1436137960,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997,96.83,0.30570337,0.4101182,0.5373930979
"iOS 8.4 (iPhone7,2)",170480,40.7,-74,New York,1436137960,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965,101.747,0.24826142,0.06571679,0.4366951512
"iOS 8.4 (iPhone7,2)",152053,40.7,-74,New York,1436139305,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.4 (iPhone7,2)",291466,40.7,-74,New York,1436139596,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,null,null,null,null,null,0.24872555,0.24170242,0.5291805626
"iOS 8.4 (iPhone7,2)",279453,40.7,-74,New York,1436139878,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997,96.83,0.30570337,0.4101182,0.5373930979
"iOS 8.4 (iPhone7,2)",27207,40.7,-74,New York,1436144038,playlist,859dab81582f46c085c254420d6350ca,Trust In Me (The Python's Song),The Jungle Book,3aa0f15d3af84cbe9baab5de10ff3437,Sterling Holloway,0.084786,0.329939,0.266281,1965,101.747,0.24826142,0.06571679,0.4366951512
"iOS 8.4 (iPhone7,2)",1671,40.7,-74,New York,1436144039,playlist,570a10ff01f84f7281112f40c3e2c4ab,I Wan'na Be Like You (The Monkey Song),The Jungle Book,a587654722054c31bbde6de4a2d08cb8,Louis Prima,0.775553,0.747785,0.597994,1997,96.83,0.30570337,0.4101182,0.5373930979
"iOS 8.4 (iPhone7,2)",1486,40.7,-74,New York,1436144040,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,null,null,null,null,null,0.24872555,0.24170242,0.5291805626
"iOS 8.4 (iPhone7,2)",152053,40.7,-74,New York,1436144193,playlist,8120a12b038b4dbc8178ee9800e6705d,Colonel Hathi's March (The Elephant Song),The Jungle Book,5586948cf8554ebb8a69275bf8a5211e,J. Pat O'Malley,0.818451,0.845071,0.151999,2003,95.903,0.16226228,0.40278235,0.4817632045
"iOS 8.4 (iPhone7,2)",291466,40.7,-74,New York,1436144484,playlist,ef0d3476afe54c1f95e959deed1e55aa,The Bare Necessities - Soundtrack,The Jungle Book,597fec6b81724a5fb2a90cdb69942ec8,Phil Harris,null,null,null,null,null,0.24872555,0.24170242,0.5291805626
